2016-07-05 08:35:21,454 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@4678c730: startup date [Tue Jul 05 08:35:21 CEST 2016]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2016-07-05 08:35:22,069 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/bennet/Desktop/te/apache-activemq-5.13.3/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2016-07-05 08:35:22,250 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2016-07-05 08:35:22,263 | INFO  | Recovering from the journal @1:135450 | org.apache.activemq.store.kahadb.MessageDatabase | main
2016-07-05 08:35:22,273 | INFO  | Recovery replayed 403 operations from the journal in 0.018 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2016-07-05 08:35:22,278 | INFO  | PListStore:[/Users/bennet/Desktop/te/apache-activemq-5.13.3/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2016-07-05 08:35:22,410 | INFO  | Apache ActiveMQ 5.13.3 (localhost, ID:Bennets-MacBook-Pro.local-62028-1467700522287-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2016-07-05 08:35:22,423 | INFO  | Listening for connections at: tcp://Bennets-MacBook-Pro.local:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-07-05 08:35:22,424 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2016-07-05 08:35:22,427 | INFO  | Listening for connections at: amqp://Bennets-MacBook-Pro.local:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-07-05 08:35:22,429 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2016-07-05 08:35:22,431 | INFO  | Listening for connections at: stomp://Bennets-MacBook-Pro.local:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-07-05 08:35:22,432 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2016-07-05 08:35:22,435 | INFO  | Listening for connections at: mqtt://Bennets-MacBook-Pro.local:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-07-05 08:35:22,436 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2016-07-05 08:35:22,537 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6ee4d9ab{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2016-07-05 08:35:22,573 | INFO  | Listening for connections at ws://Bennets-MacBook-Pro.local:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2016-07-05 08:35:22,574 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2016-07-05 08:35:22,575 | INFO  | Apache ActiveMQ 5.13.3 (localhost, ID:Bennets-MacBook-Pro.local-62028-1467700522287-0:1) started | org.apache.activemq.broker.BrokerService | main
2016-07-05 08:35:22,576 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2016-07-05 08:35:22,933 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2016-07-05 08:35:23,020 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2016-07-05 08:35:23,020 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2016-07-05 08:35:23,049 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2016-07-05 08:35:23,824 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /hawtio | main
2016-07-05 08:35:23,857 | INFO  | Loading Blueprint contexts [file:/Users/bennet/Desktop/te/apache-activemq-5.13.3/webapps/hawtio/WEB-INF/classes/OSGI-INF/blueprint/blueprint.xml, jar:file:/Users/bennet/Desktop/te/apache-activemq-5.13.3/webapps/hawtio/WEB-INF/lib/hawtio-aether-1.4.65.jar!/OSGI-INF/blueprint/blueprint.xml, jar:file:/Users/bennet/Desktop/te/apache-activemq-5.13.3/webapps/hawtio/WEB-INF/lib/hawtio-core-1.4.65.jar!/OSGI-INF/blueprint/blueprint.xml, jar:file:/Users/bennet/Desktop/te/apache-activemq-5.13.3/webapps/hawtio/WEB-INF/lib/hawtio-git-1.4.65.jar!/OSGI-INF/blueprint/blueprint.xml, jar:file:/Users/bennet/Desktop/te/apache-activemq-5.13.3/webapps/hawtio/WEB-INF/lib/hawtio-json-schema-mbean-1.4.65.jar!/OSGI-INF/blueprint/blueprint.xml, jar:file:/Users/bennet/Desktop/te/apache-activemq-5.13.3/webapps/hawtio/WEB-INF/lib/hawtio-local-jvm-mbean-1.4.65.jar!/OSGI-INF/blueprint/blueprint.xml] | /hawtio | main
2016-07-05 08:35:24,241 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /hawtio | main
2016-07-05 08:35:24,325 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2016-07-05 08:35:24,346 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2016-07-05 08:35:24,390 | INFO  | jolokia-agent: Jolokia Discovery MBean registration is skipped because there is already one registered. | /api | main
